source,keep,rescue_rule,flag_rules,relevance_score,date,actor,actor_country,target_country,target_actor,event_type,event_subtype,motive,description,original_id,actor_norm,target_country_iso,target_country_raw,tc_extraction_method,date_intrinsic,event_type_source,event_subtype_source,cluster_id,abstraction_level,analysis_weight,is_cluster_canonical,duplicate_group_id,duplicate_confidence,granularity_flag,granularity_note,sources_in_group,is_canonical,cluster_size,date_min,date_max,dates_all,targets_all,event_types_all,event_subtypes_all,motives_all,actor_all,total_events,description_merged,description_merged_final,actor_country_native,actor_country_grounded,date_native,date_grounded,canonical_incident_name,enrichment_status,enrichment_method,external_citation_urls,citation_count,native_source_url,include_in_analysis,exclude_reason,actor_type,attribution_method,confidence_hint
cissm,yes,rule_a_direct+rule_b_hacktivist,,0.02138,2023-06-02,NoName057(16),Russian Federation,Switzerland,Swiss Parliament website,Disruptive,External Denial of Service,Protest,The pro-Russia NoName057(16) collective attacks the Swiss parliament website while its members discuss whether the country abandoned its neutrality to send aid to Ukraine.,cissm_-7311367897281677553_rule_a_direct+rule_b_hacktivist,noname057,CHE,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-06-02,2023-06-02,2023-06-02,Swiss Parliament website,Disruptive,External Denial of Service,Protest,NoName057(16),1,The pro-Russia NoName057(16) collective attacks the Swiss parliament website while its members discuss whether the country abandoned its neutrality to send aid to Ukraine.,The pro-Russia NoName057(16) collective attacks the Swiss parliament website while its members discuss whether the country abandoned its neutrality to send aid to Ukraine.,,,,,,,,,,https://www.bleepingcomputer.com/news/security/swiss-government-warns-of-ongoing-ddos-attacks-data-leak/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,rule_a_direct+rule_b_hacktivist,,0.020712,2023-10-01,Killnet,Russian Federation,United Kingdom of Great Britain and Northern Ireland,Royal.uk (official website of the UK's royal family),Disruptive,External Denial of Service,Protest,"Royal.uk, the official website of the UK's royal family, is taken offline by a DDoS attack. The pro-Russia Killnet group claims responsibility for the attack.",cissm_8496997546567058584_rule_a_direct+rule_b_hacktivist,killnet,GBR,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-10-01,2023-10-01,2023-10-01,Royal.uk (official website of the UK's royal family),Disruptive,External Denial of Service,Protest,Killnet,1,"Royal.uk, the official website of the UK's royal family, is taken offline by a DDoS attack. The pro-Russia Killnet group claims responsibility for the attack.","Royal.uk, the official website of the UK's royal family, is taken offline by a DDoS attack. The pro-Russia Killnet group claims responsibility for the attack.",,,,,,,,,,https://www.infosecurity-magazine.com/news/royal-family-website-downed-ddos/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,rule_a_direct,,0.022073,2023-10-15,KibOrg and NLB,Ukraine,Russian Federation,Alfa-Bank,Exploitive,Undetermined,Political-Espionage,"Two group of Ukrainian hackers, KibOrg and NLB, collaborate with the country's security services, the SBU, to breach Alfa-Bank, Russia's largest private bank, a source within the department confirmed to Recorded Future News.",cissm_5333397900832872308_rule_a_direct,kiborg and nlb,RUS,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-10-15,2023-10-15,2023-10-15,Alfa-Bank,Exploitive,Undetermined,Political-Espionage,KibOrg and NLB,1,"Two group of Ukrainian hackers, KibOrg and NLB, collaborate with the country's security services, the SBU, to breach Alfa-Bank, Russia's largest private bank, a source within the department confirmed to Recorded Future News.","Two group of Ukrainian hackers, KibOrg and NLB, collaborate with the country's security services, the SBU, to breach Alfa-Bank, Russia's largest private bank, a source within the department confirmed to Recorded Future News.",,,,,,,,,,https://therecord.media/surge-in-smokeloader-malware-attacks-targeting-ukrainian-financial-gov-orgs,True,,hacktivist_prorussian,journalistic,qualified
cissm,yes,rule_a_direct,,0.020661,2023-11-04,Apathy,Undetermined,Russian Federation,Rosgosstrakh,Exploitive,Undetermined,Protest,"A threat actor named Apathy hits Rosgosstrakh (Russian: ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â¾ÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â³ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â¾ÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’''ÃƒÆ’'ÃƒÂ¢Ã‚â€šÃ‚Â¬ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â°ÃƒÆ’'ÃƒÂ¢Ã‚â‚¬Ã‚Â¦), Russia's second-largest insurance company, successfully stealing 400GB of data.",cissm_-3426849525764521763_rule_a_direct,apathy,RUS,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2023-11-04,2023-11-04,2023-11-04,Rosgosstrakh,Exploitive,Undetermined,Protest,Apathy,1,"A threat actor named Apathy hits Rosgosstrakh (Russian: ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â¾ÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â³ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â¾ÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’''ÃƒÆ’'ÃƒÂ¢Ã‚â€šÃ‚Â¬ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â°ÃƒÆ’'ÃƒÂ¢Ã‚â‚¬Ã‚Â¦), Russia's second-largest insurance company, successfully stealing 400GB of data.","A threat actor named Apathy hits Rosgosstrakh (Russian: ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â¾ÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â³ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â¾ÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’'Ãƒâ€šÃ‚ÂÃƒÆ’''ÃƒÆ’'ÃƒÂ¢Ã‚â€šÃ‚Â¬ÃƒÆ’Ã‚ÂÃƒâ€šÃ‚Â°ÃƒÆ’'ÃƒÂ¢Ã‚â‚¬Ã‚Â¦), Russia's second-largest insurance company, successfully stealing 400GB of data.",Undetermined,UKR,2023-11-04,2023-11-04,Apathy pro-Ukraine hack of Rosgosstrakh Russian insurance company,enriched,contextual_inference,https://www.hackread.com/russia-insurer-rosgosstrakh-hacked-data-sold/,1,https://www.hackread.com/russia-insurer-rosgosstrakh-hacked-data-sold/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,rule_a_direct+rule_b_hacktivist,,0.02229,2023-12-18,NoName057(16),Russian Federation,Ukraine,Velta,Disruptive,External Denial of Service,Protest,The Russian threat actors from the NoName057(16) group claim to have taken down Velta in Ukraine. | The Russian threat actors from the NoName057(16) group claim to have taken down Accordbank in Ukraine. | The Russian threat actors from the NoName057(16) group claim to have taken down Energy Community in Ukraine. | The Russian threat actors from the NoName057(16) group claim to have taken down Unex Bank in Ukraine.,cissm_5292576515496424751_rule_a_direct+rule_b_hacktivist,noname057,UKR,,direct_lookup,True,Disruptive,External Denial of Service,cluster_72,atomic,0.2500,False,61,high,multi_within,CISSM:4,cissm,True,4,2023-12-18,2023-12-18,2023-12-18,Velta; Accordbank; Energy Community; Unex Bank,Disruptive,External Denial of Service,Protest,NoName057(16),1,The Russian threat actors from the NoName057(16) group claim to have taken down Energy Community in Ukraine. The Russian threat actors from the NoName057(16) group claim to have taken down Accordbank in Ukraine. The Russian threat actors from the NoName057(16) group claim to have taken down Unex Bank in Ukraine. The Russian threat actors from the NoName057(16) group claim to have taken down Velta in Ukraine.,The Russian threat actors from the NoName057(16) group claim to have taken down Energy Community in Ukraine. The Russian threat actors from the NoName057(16) group claim to have taken down Accordbank in Ukraine. The Russian threat actors from the NoName057(16) group claim to have taken down Unex Bank in Ukraine. The Russian threat actors from the NoName057(16) group claim to have taken down Velta in Ukraine.,,,,,,,,,,https://databreaches.net/cyber-chaos-in-ukraine-noname-ransomware-strikes-prominent-targets/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,rule_a_direct+rule_b_hacktivist,,0.022512,2024-01-08,NoName057(16),Russian Federation,Ukraine,Titanium-Magnesium Plant,Disruptive,External Denial of Service,Protest,"The pro-Russia NoName057(16) group hits multiple Ukrainian websites, including Accordbank, Zaporizhzhya Titanium-Magnesium Plant, State Tax Service, Central Interregional Tax Administration, Western Interregional Tax Administration, and the Main Directorate of the State Tax Service in Kyiv.",cissm_9064576034203738914_rule_a_direct+rule_b_hacktivist,noname057,UKR,,direct_lookup,True,Disruptive,External Denial of Service,cluster_73,atomic,0.1667,False,62,high,multi_within,CISSM:6,cissm,True,6,2024-01-08,2024-01-08,2024-01-08,Titanium-Magnesium Plant; Accordbank; Zaporizhzhya; State Tax Service; Central Interregional Tax Administration; Main Directorate of the State Tax Service,Disruptive,External Denial of Service,Protest,NoName057(16),1,"The pro-Russia NoName057(16) group hits multiple Ukrainian websites, including Accordbank, Zaporizhzhya Titanium-Magnesium Plant, State Tax Service, Central Interregional Tax Administration, Western Interregional Tax Administration, and the Main Directorate of the State Tax Service in Kyiv.","The pro-Russia NoName057(16) group hits multiple Ukrainian websites, including Accordbank, Zaporizhzhya Titanium-Magnesium Plant, State Tax Service, Central Interregional Tax Administration, Western Interregional Tax Administration, and the Main Directorate of the State Tax Service in Kyiv.",,,,,,,,,,https://thecyberexpress.com/noname-ransomware-attack-on-ukraine/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,rule_a_direct+rule_b_hacktivist,,0.023652,2024-01-15,Anonymous Sudan,Russian Federation,United Kingdom of Great Britain and Northern Ireland,London Internet Exchange (LINX),Disruptive,External Denial of Service,Protest,"Anonymous Sudan, a Russia-affiliated hacktivist group, claims responsibility for a cyberattack on the London Internet Exchange (LINX) in response to BritainÃ¢â‚¬â„¢s support to Israel and the launching of air attacks on Yemen.",cissm_8039749899657308140_rule_a_direct+rule_b_hacktivist,anonymous,GBR,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-15,2024-01-15,2024-01-15,London Internet Exchange (LINX),Disruptive,External Denial of Service,Protest,Anonymous Sudan,1,"Anonymous Sudan, a Russia-affiliated hacktivist group, claims responsibility for a cyberattack on the London Internet Exchange (LINX) in response to BritainÃ¢â‚¬â„¢s support to Israel and the launching of air attacks on Yemen.","Anonymous Sudan, a Russia-affiliated hacktivist group, claims responsibility for a cyberattack on the London Internet Exchange (LINX) in response to BritainÃ¢â‚¬â„¢s support to Israel and the launching of air attacks on Yemen.",,,,,,,,,,https://www.hackread.com/anonymous-sudan-london-internet-exchange-attack/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,rule_a_direct,,0.022923,2024-01-23,BO Team,Ukraine,Russian Federation,"Russian Center for Space Hydrometeorology, aka ""Planeta"" (ÃÂ¿ÃÂ»ÃÂ°ÃÂ½ÃÂµÃ‘â€šÃÂ°)",Disruptive,Data Attack,Protest,"The Main Intelligence Directorate of Ukraine's Ministry of Defense claims that pro-Ukrainian hacktivists breached the Russian Center for Space Hydrometeorology, aka ""Planeta"" (ÃÂ¿ÃÂ»ÃÂ°ÃÂ½ÃÂµÃ‘â€šÃÂ°), and wiped 2 petabytes of data.",cissm_1917021581369329813_rule_a_direct,bo team,RUS,,direct_lookup,True,Disruptive,Data Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-23,2024-01-23,2024-01-23,"Russian Center for Space Hydrometeorology, aka ""Planeta"" (ÃÂ¿ÃÂ»ÃÂ°ÃÂ½ÃÂµÃ‘â€šÃÂ°)",Disruptive,Data Attack,Protest,BO Team,1,"The Main Intelligence Directorate of Ukraine's Ministry of Defense claims that pro-Ukrainian hacktivists breached the Russian Center for Space Hydrometeorology, aka ""Planeta"" (ÃÂ¿ÃÂ»ÃÂ°ÃÂ½ÃÂµÃ‘â€šÃÂ°), and wiped 2 petabytes of data.","The Main Intelligence Directorate of Ukraine's Ministry of Defense claims that pro-Ukrainian hacktivists breached the Russian Center for Space Hydrometeorology, aka ""Planeta"" (ÃÂ¿ÃÂ»ÃÂ°ÃÂ½ÃÂµÃ‘â€šÃÂ°), and wiped 2 petabytes of data.",,,,,,,,,,https://www.bleepingcomputer.com/news/security/ukraine-hack-wiped-2-petabytes-of-data-from-russian-research-center/,True,,hacktivist_prorussian,official_government,definitive
cissm,yes,rule_a_direct,,0.023958,2024-01-25,Undetermined,Undetermined,Ukraine,Naftogaz,Disruptive,External Denial of Service,Sabotage,"Naftogaz, Ukraine's state-owned gas and oil company, is hit by a large-scale cyberattack. | Monobank, UkraineÃ¢â‚¬â„¢s largest mobile-only bank, is hit with a DDoS attack. | Ukrposhta, the Ukrainian postal service, is also it with a cyber attack. | The Ukrainian state agency overseeing the treatment of prisoners says that it had restored access to its website after being hit by a distributed denial-of-service (DDoS) attack over the weekend. | Researchers at Dragos reveal that a previously unseen malware, dubbed FrostyGoop, able to disrupt industrial processes, was used in a cyberattack against a district energy company in Ukraine, resulting in two days without heat for hundreds of people during sub-zero temperatures. | Ukraine's state railway, Ukrzaliznytsia, confirms that some of its services are under attack, preventing some customers from buying tickets online",cissm_8991860641989106098_rule_a_direct,undetermined,UKR,,direct_lookup,True,Disruptive,External Denial of Service,cluster_74,atomic,0.3333,False,9,high,multi_within,CISSM:6,cissm,True,6,2024-01-20,2024-01-29,2024-01-25; 2024-01-20; 2024-01-29; 2024-01-22,Naftogaz; Monobank; Ukrposhta; Ukraine Coordination Headquarters for the Treatment of Prisoners of War; Lvivteploenergo; Ukrzaliznytsia,Disruptive,External Denial of Service; Physical Attack,Sabotage,,1,"Researchers at Dragos reveal that a previously unseen malware, dubbed FrostyGoop, able to disrupt industrial processes, was used in a cyberattack against a district energy company in Ukraine, resulting in two days without heat for hundreds of people during sub-zero temperatures. The Ukrainian state agency overseeing the treatment of prisoners says that it had restored access to its website after being hit by a distributed denial-of-service (DDoS) attack over the weekend. Ukraine's state railway,","Researchers at Dragos reveal that a previously unseen malware, dubbed FrostyGoop, able to disrupt industrial processes, was used in a cyberattack against a district energy company in Ukraine, resulting in two days without heat for hundreds of people during sub-zero temperatures. The Ukrainian state agency overseeing the treatment of prisoners says that it had restored access to its website after being hit by a distributed denial-of-service (DDoS) attack over the weekend. Ukraine's state railway,",Undetermined,RUS,2024-01-25,2024-01-25,Russian DDoS attack targeting Naftogaz Ukrainian oil company,enriched,contextual_inference,https://kyivindependent.com/ukraines-oil-giant-naftogaz-under-cyberattack/,1,https://thecyberexpress.com/monobank-cyberattack/; https://kyivindependent.com/ukraines-oil-giant-naftogaz-under-cyberattack/; https://therecord.media/ukraine-pow-agency-cyberattack-russia; https://www.theregister.com/2024/07/23/frostygoop_ics_malware/,True,,unknown,unclear,none
cissm,yes,rule_a_direct,,0.022454,2024-03-04,Undetermined,Russian Federation,Germany,German Federal Defense (Bundeswehr),Disruptive,Message Manipulation,Political-Espionage,"Russia publishes an intercepted conversation via Webex, in which Bundeswehr officials discuss the countryÃ¢â‚¬â„¢s support for Ukraine, particularly around the supply of Taurus cruise missiles.",cissm_-9066483065941935433_rule_a_direct,undetermined,DEU,,direct_lookup,True,Disruptive,Message Manipulation,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-03-04,2024-03-04,2024-03-04,German Federal Defense (Bundeswehr),Disruptive,Message Manipulation,Political-Espionage,Undetermined,1,"Russia publishes an intercepted conversation via Webex, in which Bundeswehr officials discuss the countryÃ¢â‚¬â„¢s support for Ukraine, particularly around the supply of Taurus cruise missiles.","Russia publishes an intercepted conversation via Webex, in which Bundeswehr officials discuss the countryÃ¢â‚¬â„¢s support for Ukraine, particularly around the supply of Taurus cruise missiles.",,,,,,,,,,https://therecord.media/german-air-force-conversation-leaked-russia,True,,unknown,unclear,none
cissm,yes,rule_a_direct,,0.024129,2024-06-16,Threat actors from Russia,Russian Federation,Poland,TVP,Disruptive,External Denial of Service,Protest,"Russian threat actors could be behind the disruption to TVP, an online broadcast of the Euro 2024 soccer tournament, during the Polish national teamÃ¢â‚¬â„¢s opening match against the Netherlands.",cissm_561945063274992100_rule_a_direct,threat actors from russia,POL,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-06-16,2024-06-16,2024-06-16,TVP,Disruptive,External Denial of Service,Protest,Threat actors from Russia,1,"Russian threat actors could be behind the disruption to TVP, an online broadcast of the Euro 2024 soccer tournament, during the Polish national teamÃ¢â‚¬â„¢s opening match against the Netherlands.","Russian threat actors could be behind the disruption to TVP, an online broadcast of the Euro 2024 soccer tournament, during the Polish national teamÃ¢â‚¬â„¢s opening match against the Netherlands.",,,,,,,,,,https://therecord.media/poland-blames-russia-ddos-euro-2024-online-broadcast,True,,state_russian,unclear,qualified
cissm,yes,rule_a_direct,,0.021181,2024-07-08,"SVR (Midnight Blizzard,APT29,NOBELIUM)",Russian Federation,United States of America,U.S. Department of Veterans Affairs,Exploitive,Exploitation of End Hosts,Political-Espionage,The Microsoft Azure environment of the U.S. Department of Veterans Affairs was briefly compromised by Russian threat actors,cissm_2686777028347136406_rule_a_direct,svr,United States of America,,none,True,Exploitive,Exploitation of End Hosts,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-07-08,2024-07-08,2024-07-08,U.S. Department of Veterans Affairs,Exploitive,Exploitation of End Hosts,Political-Espionage,"SVR (Midnight Blizzard,APT29,NOBELIUM)",1,The Microsoft Azure environment of the U.S. Department of Veterans Affairs was briefly compromised by Russian threat actors,The Microsoft Azure environment of the U.S. Department of Veterans Affairs was briefly compromised by Russian threat actors,,,,,,,,,,https://www.govtech.com/security/russian-hackers-infiltrate-veterans-affairs-account,True,,state_russian,official_government,qualified
cissm,yes,rule_a_direct,,0.020272,2024-09-07,Coldriver,Russian Federation,United States of America,Free Russia Foundation,Exploitive,Exploitation of Application Server,Protest,The U.S.-based Free Russia Foundation nonprofit says it is investigating a data breach after thousands of emails and documents supposedly related to its work are published online. The organization suspects that the incident  is linked to the Kremlin-sponsored group tracked as Coldriver,cissm_-6052973529391693430_rule_a_direct,coldriver,United States of America,,none,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-09-07,2024-09-07,2024-09-07,Free Russia Foundation,Exploitive,Exploitation of Application Server,Protest,Coldriver,1,The U.S.-based Free Russia Foundation nonprofit says it is investigating a data breach after thousands of emails and documents supposedly related to its work are published online. The organization suspects that the incident  is linked to the Kremlin-sponsored group tracked as Coldriver,The U.S.-based Free Russia Foundation nonprofit says it is investigating a data breach after thousands of emails and documents supposedly related to its work are published online. The organization suspects that the incident  is linked to the Kremlin-sponsored group tracked as Coldriver,,,,,,,,,,https://therecord.media/free-russia-foundation-data-breach,True,,state_russian,corporate_threat_intel,qualified
cissm,yes,rule_a_direct,,0.021796,2024-10-11,BO Team,Ukraine,Russian Federation,Russian general jurisdiction courts,Disruptive,External Denial of Service,Protest,The websites of Russian general jurisdiction courts are down for several days following a cyberattack claimed by pro-Ukrainian hackers from BO Team.,cissm_6552220675786986593_rule_a_direct,bo team,RUS,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-10-11,2024-10-11,2024-10-11,Russian general jurisdiction courts,Disruptive,External Denial of Service,Protest,BO Team,1,The websites of Russian general jurisdiction courts are down for several days following a cyberattack claimed by pro-Ukrainian hackers from BO Team.,The websites of Russian general jurisdiction courts are down for several days following a cyberattack claimed by pro-Ukrainian hackers from BO Team.,,,,,,,,,,https://therecord.media/russian-court-websites-down-attack-claimed-pro-ukraine-group,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,rule_a_direct,,0.024982,2024-12-05,Federal Security Service (FSB),Russian Federation,Russian Federation,Kirill Parubets,Exploitive,Exploitation of End Hosts,Political-Espionage,"Researchers at Citizen Lab reveal that after Kirill Parubets, a Russian programmer, was detained by Russia's Federal Security Service (FSB) for fifteen days and his phone confiscated, it was discovered that a new spyware, derived from Monokle, was secretly installed on his device upon its return.",cissm_4509297552627197308_rule_a_direct,fsb,RUS,,direct_lookup,True,Exploitive,Exploitation of End Hosts,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-12-05,2024-12-05,2024-12-05,Kirill Parubets,Exploitive,Exploitation of End Hosts,Political-Espionage,Federal Security Service (FSB),1,"Researchers at Citizen Lab reveal that after Kirill Parubets, a Russian programmer, was detained by Russia's Federal Security Service (FSB) for fifteen days and his phone confiscated, it was discovered that a new spyware, derived from Monokle, was secretly installed on his device upon its return.","Researchers at Citizen Lab reveal that after Kirill Parubets, a Russian programmer, was detained by Russia's Federal Security Service (FSB) for fifteen days and his phone confiscated, it was discovered that a new spyware, derived from Monokle, was secretly installed on his device upon its return.",,,,,,,,,,https://www.bleepingcomputer.com/news/security/new-android-spyware-found-on-phone-seized-by-russian-fsb/,True,,state_russian,academic_research,definitive
cissm,yes,rule_a_direct+rule_b_hacktivist,,0.020676,2024-10-15,NoName057(16); Cyber Army of Russia Reborn (CARR),Russian Federation,Japan,Japan's ruling Liberal Democratic Party (LDP),Disruptive,External Denial of Service,Protest,"Japan's ruling Liberal Democratic Party (LDP) reports that a cyberattack temporarily disrupted its website, coinciding with the start of the countryÃ¢â‚¬â„¢s general election campaign. | Researchers at Netscout reveal that the same groups launched distributed denial-of-service (DDoS) attacks at Japanese logistics and shipbuilding firms Ã¢â‚¬â€ as well as government and political organizations",cissm_8802106849302986193_rule_a_direct+rule_b_hacktivist,noname057,JPN,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,94,high,multi_within,CISSM:2,cissm,True,2,2024-10-14,2024-10-15,2024-10-15; 2024-10-14,"Japan's ruling Liberal Democratic Party (LDP); Japanese logistics and shipbuilding firms, and other government and political organizations",Disruptive,External Denial of Service,Protest,NoName057(16); Cyber Army of Russia Reborn (CARR),1,"Researchers at Netscout reveal that the same groups launched distributed denial-of-service (DDoS) attacks at Japanese logistics and shipbuilding firms Ã¢â‚¬â€ as well as government and political organizations Japan's ruling Liberal Democratic Party (LDP) reports that a cyberattack temporarily disrupted its website, coinciding with the start of the countryÃ¢â‚¬â„¢s general election campaign.","Researchers at Netscout reveal that the same groups launched distributed denial-of-service (DDoS) attacks at Japanese logistics and shipbuilding firms Ã¢â‚¬â€ as well as government and political organizations Japan's ruling Liberal Democratic Party (LDP) reports that a cyberattack temporarily disrupted its website, coinciding with the start of the countryÃ¢â‚¬â„¢s general election campaign.",,,,,,,,,,https://www.darkreading.com/cyberattacks-data-breaches/russia-linked-hackers-attack-japan-govt-ports; https://therecord.media/japan-political-party-hit-by-cyberattack-pro-russian-hackers,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,rule_a_direct,,0.022468,2024-01-06,Cyber Army of Russia Reborn (CARR),Russian Federation,Denmark,Danish Water Utility,Disruptive,Physical Attack,Sabotage,"Danish authorities stated that Russia carried out a destructive and disruptive cyberattack against a Danish water utility in 2024. Reporting cited by Danish media said the incident involved manipulation of pump pressure, which caused pipes to burst and left some homes temporarily without water. The public reporting did not name the utility or provide precise dates beyond year-level timing.",cissm_3230919858551806217_rule_a_direct,cyber army of russia reborn (carr),DNK,,direct_lookup,True,Disruptive,Physical Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2024-01-06,2024-01-06,2024-01-06,Danish Water Utility,Disruptive,Physical Attack,Sabotage,Cyber Army of Russia Reborn (CARR),1,"Danish authorities stated that Russia carried out a destructive and disruptive cyberattack against a Danish water utility in 2024. Reporting cited by Danish media said the incident involved manipulation of pump pressure, which caused pipes to burst and left some homes temporarily without water. The public reporting did not name the utility or provide precise dates beyond year-level timing.","Danish authorities stated that Russia carried out a destructive and disruptive cyberattack against a Danish water utility in 2024. Reporting cited by Danish media said the incident involved manipulation of pump pressure, which caused pipes to burst and left some homes temporarily without water. The public reporting did not name the utility or provide precise dates beyond year-level timing.",,,,,,,,,,https://databreaches.net/2025/12/19/denmark-says-russia-was-behind-two-destructive-and-disruptive-cyber-attacks/,True,,state_russian,official_government,definitive
cfr,yes,,,0.192052,2022-05-04,Ukraine,Ukraine,"Russian and Belarusian websites were targeted, including those belonging to government, military, media, finance, energy, retail, mining, manufacturing, chemicals, production, technology, advertisements, agriculture, transportation, and political parties.",,Denial of service,,,Ukraine?? IT Army compromised Docker Engine honeypots in an attempt to execute distributed denial-of-service (DDoS) attacks against Russian and Belarusian websites.,cfr_-2756306841670797554,ukraine,BLR;RUS,"Russian and Belarusian websites were targeted, including those belonging to government, military, media, finance, energy, retail, mining, manufacturing, chemicals, production, technology, advertisements, agriculture, transportation, and political parties.",cfr_text_extract,True,Denial of service,,,incident,1.0,True,,,single,CFR:1,cfr,True,1,2022-05-04,2022-05-04,2022-05-04,,Denial of service,,,Ukraine,1,Ukraine?? IT Army compromised Docker Engine honeypots in an attempt to execute distributed denial-of-service (DDoS) attacks against Russian and Belarusian websites.,Ukraine?? IT Army compromised Docker Engine honeypots in an attempt to execute distributed denial-of-service (DDoS) attacks against Russian and Belarusian websites.,ukraine,UKR,2022-05-04,2022-05-04,Ukrainian DDoS attack targeting Russian and Belarusian websites,enriched,trivial_actor_map,https://www.crowdstrike.com/blog/compromised-docker-honeypots-used-for-pro-ukrainian-dos-attack/,1,,True,,state_ukrainian,academic_research,definitive
cfr,yes,,,0.176495,2022-08-11,Russian Federation,Russian Federation,Ukrainian government agencies,,Espionage,,,"The Computer Emergency Response Team of Ukraine found that Gamaredon had been breaking into Ukrainian government email accounts.
?",cfr_-618834107202259463,russian federation,UKR,Ukrainian government agencies,cfr_text_extract,True,Espionage,,,incident,1.0,True,,,single,CFR:1,cfr,True,1,2022-08-11,2022-08-11,2022-08-11,,Espionage,,,Russian Federation,1,"The Computer Emergency Response Team of Ukraine found that Gamaredon had been breaking into Ukrainian government email accounts.
?","The Computer Emergency Response Team of Ukraine found that Gamaredon had been breaking into Ukrainian government email accounts.
?",russian federation,RUS,2022-08-11,2022-08-11,Russian cyber espionage campaign targeting Ukrainian government agencies,enriched,trivial_actor_map,https://cert.gov.ua/article/2681855,1,,True,,state_russian,official_government,definitive
